NameToDisplay,Size,Brand,Marketing Group,Category,Stock(Unit1),SaleRate,MRP,Sale Rate Value,'Product',Stock(Unit2),Stock,StockUnit,Unit1,Unit2,Stock Value,IsVirtual,Status,ProdConv1,SellLoose,StockLocation,Rate
Cucumber Z2003B ,L,Cucumber,BABA KIDS WEAR,Suit-Full<,5,340,390,1700,Z2003B,5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2016N+ ,XXL,Cucumber,GIRLS KIDS WEAR,FROCK FULL<,4,270,290,1080,Z2016N+,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2016N+ ,XL,Cucumber,GIRLS KIDS WEAR,FROCK FULL<,3,260,290,780,Z2016N+,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2016N+ ,L,Cucumber,GIRLS KIDS WEAR,FROCK FULL<,2,250,290,500,Z2016N+,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2044F ,XL,Cucumber,GIRLS KIDS WEAR,Suit-Full<,1,370,410,370,Z2044F,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2044F ,XXL,Cucumber,GIRLS KIDS WEAR,Suit-Full<,6,380,410,2280,Z2044F,6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2044F ,L,Cucumber,GIRLS KIDS WEAR,Suit-Full<,3,360,410,1080,Z2044F,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2053H ,XL,Cucumber,BABA KIDS WEAR,Suit-Full<,5,380,420,1900,Z2053H,5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2053H ,XXL,Cucumber,BABA KIDS WEAR,Suit-Full<,6,390,420,2340,Z2053H,6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2053H ,L,Cucumber,BABA KIDS WEAR,Suit-Full<,5,370,420,1850,Z2053H,5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2055F ,XL,Cucumber,BABA KIDS WEAR,Pajami<,7,145,160,1015,Z2055F,7,7,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2055F ,XXL,Cucumber,BABA KIDS WEAR,Pajami<,12,150,160,1800,Z2055F,12,12,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2055F ,M,Cucumber,BABA KIDS WEAR,Pajami<,11,135,144,1485,Z2055F,11,11,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2055F ,L,Cucumber,BABA KIDS WEAR,Pajami<,9,140,160,1260,Z2055F,9,9,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2055F ,S,Cucumber,BABA KIDS WEAR,Pajami<,12,130,144,1560,Z2055F,12,12,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z2058L ,0,Cucumber,BABA KIDS WEAR,Suit-Full<,2,225,250,450,Z2058L,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z310 ,XL,Cucumber,Baba Woolen Wear,inner<,6,164,164,984,Z310,6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z310 ,XXL,Cucumber,Baba Woolen Wear,inner<,8,164,164,1312,Z310,8,8,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311C(GH) ,XXL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,2,168,168,336,Z311C(GH),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,XXL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,5,200,210,1000,Z311D(GH),5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,XXL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,3,165,165,495,Z311D(GH),3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,XXL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,4,170,170,680,Z311D(GH),4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,0,Cucumber,Baba Woolen Wear,Inner-Front-Open <,6,190,198,1140,Z311D(GH),6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,XL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,1,174,174,174,Z311D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,M,Cucumber,Baba Woolen Wear,Inner-Front-Open <,1,150,150,150,Z311D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,XL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,1,200,210,200,Z311D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z311D(GH) ,XL,Cucumber,Baba Woolen Wear,Inner-Front-Open <,1,170,170,170,Z311D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,0,Cucumber,Baba Woolen Wear,inner<,3,166,166,498,Z312D(GH),3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,XXL,Cucumber,Baba Woolen Wear,inner<,12,200,206,2400,Z312D(GH),12,12,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,XL,Cucumber,Baba Woolen Wear,inner<,1,200,206,200,Z312D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,M,Cucumber,Baba Woolen Wear,inner<,2,190,194,380,Z312D(GH),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,XXL,Cucumber,Baba Woolen Wear,inner<,3,172,172,516,Z312D(GH),3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,L,Cucumber,Baba Woolen Wear,inner<,1,200,206,200,Z312D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,S,Cucumber,Baba Woolen Wear,inner<,6,190,194,1140,Z312D(GH),6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,0,Cucumber,Baba Woolen Wear,inner<,7,190,194,1330,Z312D(GH),7,7,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z312D(GH) ,XL,Cucumber,Baba Woolen Wear,inner<,2,178,178,356,Z312D(GH),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313C(GH) ,0,Cucumber,Baba Woolen Wear,Pajami<,1,112,112,112,Z313C(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313C(GH) ,XL,Cucumber,Baba Woolen Wear,Pajami<,1,112,112,112,Z313C(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,M,Cucumber,Baba Woolen Wear,Pajami<,10,135,146,1350,Z313D(GH),10,10,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,S,Cucumber,Baba Woolen Wear,Pajami<,9,135,146,1215,Z313D(GH),9,9,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,XL,Cucumber,Baba Woolen Wear,Pajami<,2,140,146,280,Z313D(GH),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,S,Cucumber,Baba Woolen Wear,Pajami<,1,126,126,126,Z313D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,M,Cucumber,Baba Woolen Wear,Pajami<,1,110,110,110,Z313D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,XXL,Cucumber,Baba Woolen Wear,Pajami<,19,140,146,2660,Z313D(GH),19,19,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,XXL,Cucumber,Baba Woolen Wear,Pajami<,1,126,126,126,Z313D(GH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,L,Cucumber,Baba Woolen Wear,Pajami<,2,140,146,280,Z313D(GH),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cucumber Z313D(GH) ,0,Cucumber,Baba Woolen Wear,Pajami<,14,135,146,1890,Z313D(GH),14,14,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cufflinks 28316 ,36,Cufflinks,GENTS WEAR,Shirt-Half <,2,719,719,1438,28316,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cufflinks S456 ,44,Cufflinks,GENTS WEAR,Shirt-Full<,1,595,739,595,S456,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cufflinks S456 ,38,Cufflinks,GENTS WEAR,Shirt-Full<,1,595,739,595,S456,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Culture 5023,44,Culture,GENTS WEAR,Shirt-Full<,1,699,699,699,5023,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Curve 1998,38,Curve,GENTS WEAR,T-Shirt-Half <,1,899,899,899,1998,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Curve 2642 M/L/XL/XXL,L,Curve,GENTS WEAR,T-Shirt-Half <,2,895,1055,1790,2642,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Curve 4432 L/XL/XXL,XXL,Curve,GENTS WEAR,T-Shirt-Half <,1,1095,1095,1095,4432,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Curve 4463 M/L/XL/XXL,XXL,Curve,GENTS WEAR,T-Shirt-Half <,1,895,895,895,4463,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Curve 4614 38/40/42/44,42,Curve,GENTS WEAR,T-Shirt-F<,1,1099,1099,1099,4614,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Curve 4614 38/40/42/44,38,Curve,GENTS WEAR,T-Shirt-F<,1,1099,1099,1099,4614,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
CuteClub 3106 ,22,Cuteclub,Baba Woolen Wear,Woolen Suit<,1,825,905,825,3106,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
CuteClub 502 ,18,Cuteclub,Baba Woolen Wear,Woolen Suit<,2,795,880,1590,502,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cutie-pie 023 ,22,Cutie-pie,GIRLS KIDS WEAR,TOP<,1,395,395,395,23,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cutie-pie 489-a(AM) 18/20/22/24/26/28/30,18,Cutie-pie,GIRLS KIDS WEAR,Frock-Long <,1,490,490,490,489-a(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cutie-pie 491(AM) ,22,Cutie-pie,GIRLS KIDS WEAR,Frock<,1,580,580,580,491(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Cutie-pie 535(VH) ,22,Cutie-pie,GIRLS KIDS WEAR,Frock<,1,550,550,550,535(VH),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D & Dynamic 1027 ,42,D & dynamic,GENTS WEAR,Shirt-Full<,1,735,915,735,1027,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7063(lax) ,40,D&g,GIRLS WEAR,Jegging<,1,720,720,720,7063(lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7063(lax) ,38,D&g,GIRLS WEAR,Jegging<,1,720,720,720,7063(lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7453(Lax) ,34,D&g,GIRLS WEAR,Jegging<,2,715,715,1430,7453(Lax),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7453(Lax) ,34,D&g,GIRLS WEAR,Jegging<,1,715,785,715,7453(Lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7453(Lax) ,30,D&g,GIRLS WEAR,Jegging<,1,715,715,715,7453(Lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7453(Lax) ,30,D&g,GIRLS WEAR,Jegging<,1,715,785,715,7453(Lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D&G 7453(Lax) ,28,D&g,GIRLS WEAR,Jegging<,1,715,785,715,7453(Lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 1116,22,D*reme,GIRLS KIDS WEAR,Leggy<,1,245,245,245,1116,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 1116,16,D*reme,GIRLS KIDS WEAR,Leggy<,1,215,215,215,1116,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2003/017 ,24,D*reme,BABA KIDS WEAR,Night Suit H,1,350,350,350,2003/017,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,30,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,305,320,305,22021(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,32,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,345,390,345,22021(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,28,D*reme,BABA KIDS WEAR,T-Shirt-Half <,5,295,320,1475,22021(ss),5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,36,D*reme,BABA KIDS WEAR,T-Shirt-Half <,8,365,390,2920,22021(ss),8,8,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,26,D*reme,BABA KIDS WEAR,T-Shirt-Half <,8,285,320,2280,22021(ss),8,8,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,34,D*reme,BABA KIDS WEAR,T-Shirt-Half <,5,355,390,1775,22021(ss),5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021(ss) ,30,D*reme,BABA KIDS WEAR,T-Shirt-Half <,6,305,320,1830,22021(ss),6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,26,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,285,320,285,22021/001,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,30,D*reme,BABA KIDS WEAR,T-Shirt-Half <,2,305,320,610,22021/001,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,26,D*reme,BABA KIDS WEAR,T-Shirt-Half <,4,285,320,1140,22021/001,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,30,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,305,320,305,22021/001,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,34,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,360,390,360,22021/001,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,28,D*reme,BABA KIDS WEAR,T-Shirt-Half <,3,295,320,885,22021/001,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,36,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,370,390,370,22021/001,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,28,D*reme,BABA KIDS WEAR,T-Shirt-Half <,4,295,320,1180,22021/001,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22021/001 ,20,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,235,270,235,22021/001,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22028(ss) ,16,D*reme,BABA KIDS WEAR,T-Shirt-Half <,6,195,220,1170,22028(ss),6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22028(ss) ,18,D*reme,BABA KIDS WEAR,T-Shirt-Half <,4,205,220,820,22028(ss),4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22028(ss) ,14,D*reme,BABA KIDS WEAR,T-Shirt-Half <,5,185,220,925,22028(ss),5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22051(ss) ,16,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,220,240,220,22051(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22051(ss) ,34,D*reme,BABA KIDS WEAR,T-Shirt-Half <,2,365,400,730,22051(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22051(ss) ,36,D*reme,BABA KIDS WEAR,T-Shirt-Half <,2,375,400,750,22051(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22051(ss) ,26,D*reme,BABA KIDS WEAR,T-Shirt-Half <,3,305,340,915,22051(ss),3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22051(ss) ,28,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,315,340,315,22051(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22051(ss) ,34,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,365,365,365,22051(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22062 ,36,D*reme,BABA KIDS WEAR,T-Shirt-Half <,3,370,390,1110,22062,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2211 ,24,D*reme,GIRLS KIDS WEAR,Frock-Hosiery <,1,250,250,250,2211,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2225 ,24,D*reme,GIRLS KIDS WEAR,T.P.-H-S/L <,1,310,310,310,2225,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22251(ss) ,36,D*reme,BABA KIDS WEAR,T-Shirt-Half <,2,415,440,830,22251(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22251(ss) ,24,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,320,320,320,22251(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22251(ss) ,32,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,395,440,395,22251(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 22251(ss) ,34,D*reme,BABA KIDS WEAR,T-Shirt-Half <,1,405,440,405,22251(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2244 ,26,D*reme,GIRLS KIDS WEAR,T.P.-H-S/L <,2,325,325,650,2244,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 23204(sv) ,30,D*reme,BABA KIDS WEAR,Suit-Half-Hosiery <,1,560,560,560,23204(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 23204(sv) ,28,D*reme,BABA KIDS WEAR,Suit-Half-Hosiery <,2,540,540,1080,23204(sv),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 23204(sv) ,34,D*reme,BABA KIDS WEAR,Suit-Half-Hosiery <,2,620,620,1240,23204(sv),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 23204(sv) ,26,D*reme,BABA KIDS WEAR,Suit-Half-Hosiery <,2,520,520,1040,23204(sv),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 23204(sv) ,32,D*reme,BABA KIDS WEAR,Suit-Half-Hosiery <,2,600,600,1200,23204(sv),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 23204(sv) ,36,D*reme,BABA KIDS WEAR,Suit-Half-Hosiery <,2,640,640,1280,23204(sv),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 24308 ,32,D*reme,BABA KIDS WEAR,T-Shirt-F<,1,620,690,620,24308,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 24308 ,26,D*reme,BABA KIDS WEAR,T-Shirt-F<,1,530,590,530,24308,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 24308 ,28,D*reme,BABA KIDS WEAR,T-Shirt-F<,1,540,590,540,24308,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 24308 ,14,D*reme,BABA KIDS WEAR,T-Shirt-F<,1,345,390,345,24308,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 24308 ,36,D*reme,BABA KIDS WEAR,T-Shirt-F<,1,640,690,640,24308,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2518 ,24,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,520,520,520,2518,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2520 ,24,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,520,520,520,2520,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2529(sv) ,28,D*reme,BABA KIDS WEAR,Night-Suit-F<,2,610,610,1220,2529(sv),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2529(sv) ,38,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,770,770,770,2529(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2529(sv) ,24,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,495,495,495,2529(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2530(ss) ,24,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,530,530,530,2530(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2530(ss) ,32,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,660,660,660,2530(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2530(ss) ,28,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,640,640,640,2530(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2530(ss) ,22,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,520,520,520,2530(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2531(sv) ,38,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,790,790,790,2531(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2531(sv) ,28,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,640,640,640,2531(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2531(sv) ,34,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,770,770,770,2531(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2531(sv) ,26,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,530,530,530,2531(sv),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2536(ss) ,36,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,790,790,790,2536(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2536(ss) ,38,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,800,800,800,2536(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2537(ss) ,34,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,780,780,780,2537(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2537(ss) ,24,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,530,530,530,2537(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2537(ss) ,30,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,660,660,660,2537(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2537(ss) ,32,D*reme,BABA KIDS WEAR,Night-Suit-F<,1,670,670,670,2537(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2537(ss) ,26,D*reme,BABA KIDS WEAR,Night-Suit-F<,2,540,540,1080,2537(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 2537(ss) ,38,D*reme,BABA KIDS WEAR,Night-Suit-F<,2,800,800,1600,2537(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26025(ss) ,26,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,2,260,260,520,26025(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26025(ss) ,22,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,1,240,240,240,26025(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26025(SV) ,32,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,1,290,290,290,26025(SV),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26026(ss) ,30,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,7,275,275,1925,26026(ss),7,7,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26026(ss) ,22,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,2,215,215,430,26026(ss),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26026(ss) ,32,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,6,285,285,1710,26026(ss),6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
D*REME 26026(ss) ,26,D*reme,GIRLS KIDS WEAR,Top-T-Shirt <,8,235,235,1880,26026(ss),8,8,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
